rank,player_id,name,clubs,leagues,nationality,primary_position,total_minutes_top5,total_appearances,peak_market_value_eur,peak_value_pct_in_league,obscurity_score
831,164108,Bruno Martella,FC Crotone; Brescia Calcio,Serie A,Italy,Defender,6206,83,2200000.0,0.3498999332888592,0.41274383180518276
832,13427,Steve Sidwell,Fulham FC; Stoke City,Premier League,England,Midfield,5795,79,5500000.0,0.3949096880131363,0.4125257761484706
833,72121,Johan Gastien,Dijon FCO,Ligue 1,France,Midfield,8517,106,1000000.0,0.2011207970112079,0.4125209968432333
834,58330,Víctor Díaz,CD Leganés; Granada CF,La Liga,Spain,Defender,7185,102,2000000.0,0.2773995915588836,0.412172297243814
835,79355,Hajime Hosogai,Bayer 04 Leverkusen; Hertha BSC,Bundesliga,Japan,Midfield,5186,70,3500000.0,0.4601769911504424,0.41186886876586404
836,28002,Damià Abella,CA Osasuna,La Liga,Spain,Defender,5303,63,3400000.0,0.4475833900612662,0.40992923520192504
837,9340,Marvin Compper,ACF Fiorentina; TSG 1899 Hoffenheim; RB Leipzig,Serie A; Bundesliga,Germany,Defender,4922,59,4000000.0,0.498793242156074,0.40951810760413354
838,10642,Mike Williamson,Newcastle United,Premier League,England,Defender,7038,83,4000000.0,0.2976190476190476,0.40836101882613507
839,56762,Pasquale Schiattarella,US Livorno 1915; SPAL,Serie A,Italy,Midfield,7554,105,1600000.0,0.2651767845230153,0.4083515302191125
840,494586,Mickaël Nadé,AS Saint-Étienne,Ligue 1,France,Defender,4936,57,3000000.0,0.4993773349937733,0.40777257281319085
841,193867,Liam Henderson,Hellas Verona,Serie A,Scotland,Midfield,5568,104,3000000.0,0.428285523682455,0.40746576529055545
842,192169,Jonas Föhrenbach,SC Freiburg,Bundesliga,Germany,Defender,7050,90,2000000.0,0.2984714400643604,0.40696583035541667
843,59699,Simone Iacoponi,Parma Calcio 1913,Serie A,Italy,Defender,7596,90,1600000.0,0.2651767845230153,0.406655793785004
844,14882,Cédric Makiadi,SC Freiburg; SV Werder Bremen,Bundesliga,DR Congo,Midfield,5258,77,3500000.0,0.4601769911504424,0.406539411401523
845,45623,George Boyd,Hull City; Burnley FC,Premier League,Scotland,Attack,7066,101,4000000.0,0.2976190476190476,0.40642303433001103
846,145466,Tim Ream,Fulham FC,Premier League,United States,Defender,7084,84,4000000.0,0.2976190476190476,0.404969545957918
847,99397,Karl Darlow,Newcastle United,Premier League,Wales,Goalkeeper,6660,74,4500000.0,0.3321018062397373,0.4046855309886585
848,289182,Christopher Antwi-Adjei,SC Paderborn 07,Bundesliga,Ghana,Attack,6789,113,2200000.0,0.3242156074014481,0.404268165291524
849,282421,Javi Muñoz,Deportivo Alavés,La Liga,Spain,Midfield,5833,90,3000000.0,0.40571817562968,0.40421455559601277
850,44594,Felix Wiedwald,Eintracht Frankfurt; SV Werder Bremen,Bundesliga,Germany,Goalkeeper,6362,73,2500000.0,0.3580048270313757,0.40384642369361445
851,164091,Marco Capuano,Delfino Pescara 1936; Cagliari Calcio; FC Crotone; Frosinone Calcio,Serie A,Italy,Defender,7297,90,1800000.0,0.2865243495663775,0.403249453123788
852,79967,Simon Zoller,1.FC Köln,Bundesliga,Germany,Attack,5796,114,3000000.0,0.413113435237329,0.4029394064123432
853,39532,Victor Anichebe,Everton FC; West Bromwich Albion; Sunderland AFC,Premier League,Nigeria,Attack,5550,100,6500000.0,0.4417077175697865,0.4026926528430137
854,39372,Mario Vrancic,SC Paderborn 07; SV Darmstadt 98; Norwich City,Bundesliga; Premier League,Bosnia-Herzegovina,Midfield,5316,95,3500000.0,0.4601769911504424,0.40266344240927493
855,51283,Rémi Gomis,Valenciennes FC; FC Nantes,Ligue 1,Senegal,Midfield,5041,73,3000000.0,0.4993773349937733,0.40195861932481874
856,153236,Vicente Gómez,UD Las Palmas,La Liga,Spain,Midfield,5308,75,3500000.0,0.4632402995234854,0.4016162843467844
857,58995,Anthony Jung,FC Ingolstadt 04,Bundesliga,Germany,Defender,8335,121,1500000.0,0.2345132743362832,0.40066971942100565
858,199633,Raman Chibsah,US Sassuolo; Frosinone Calcio; Benevento Calcio,Serie A,Ghana,Midfield,6193,94,2500000.0,0.3755837224816544,0.4003864333328162
859,27448,Marcos Angeleri,Málaga CF,La Liga,Argentina,Defender,5219,61,3750000.0,0.4792375765827093,0.3999160954295756
860,340853,Javi Sánchez,Celta de Vigo; Real Valladolid CF,La Liga,Spain,Defender,5888,82,3000000.0,0.40571817562968,0.3998540904797337
861,20346,David Barral,Levante UD; Granada CF,La Liga,Spain,Attack,5565,89,3400000.0,0.4475833900612662,0.39878582434921184
862,16315,Rafa López,Getafe CF; SC Paderborn 07,La Liga; Bundesliga,Spain,Defender,5384,66,3500000.0,0.4632402995234854,0.39822481147856736
863,41323,Andreas Luthe,FC Augsburg,Bundesliga,Germany,Goalkeeper,7859,88,1750000.0,0.2634754625905068,0.39684754002257605
864,131109,Gastón Brugman,Palermo FC; Delfino Pescara 1936; Parma Calcio 1913,Serie A,Uruguay,Midfield,5988,90,2800000.0,0.4006004002668445,0.3956300324247173
865,164055,David Juncà,SD Eibar; Celta de Vigo,La Liga,Spain,Defender,5939,79,3000000.0,0.40571817562968,0.3954936253634546
866,49327,Bradley Johnson,Norwich City,Premier League,England,Midfield,5840,73,6000000.0,0.4195402298850574,0.3953655439722
867,74228,Marc Muniesa,Stoke City; Girona FC,Premier League; La Liga,Spain,Defender,6505,89,5000000.0,0.3657635467980296,0.39415311032191547
868,22377,Fabien Camus,ESTAC Troyes; Thonon Évian Grand Genève FC,Ligue 1,Tunisia,Midfield,5739,86,2500000.0,0.4377334993773349,0.3940208472105573
869,12028,Kossi Agassa,Stade Reims,Ligue 1,Togo,Goalkeeper,8336,96,1250000.0,0.2484433374844333,0.3932201917228996
870,75282,François Bellugou,FC Lorient; ESTAC Troyes,Ligue 1,France,Midfield,7623,109,1500000.0,0.2889165628891656,0.39284792010580477
871,54933,Gilles Sunu,FC Lorient; Thonon Évian Grand Genève FC; Angers SCO,Ligue 1,Togo,Midfield,6489,137,2000000.0,0.3714196762141967,0.39229403786189393
872,126796,Adrien Regattin,FC Toulouse,Ligue 1,Morocco,Attack,5196,115,3000000.0,0.4993773349937733,0.39154195265815206
873,45693,Glenn Murray,Crystal Palace; AFC Bournemouth; Brighton & Hove Albion,Premier League,England,Attack,7561,148,4000000.0,0.2976190476190476,0.3914036544850498
874,99232,Marco D'Alessandro,Atalanta BC; Benevento Calcio; Udinese Calcio; SPAL,Serie A,Italy,Attack,6493,135,2500000.0,0.3755837224816544,0.38972751860413407
875,112668,Tomer Hemed,RCD Mallorca; UD Almería; Brighton & Hove Albion,La Liga; Premier League,Israel,Attack,5571,88,3500000.0,0.4632402995234854,0.3895038812460092
876,5430,Lionel Mathis,EA Guingamp,Ligue 1,France,Midfield,6553,82,2000000.0,0.3714196762141967,0.38890256499367687
877,164265,Dong-won Ji,FC Augsburg; Sunderland AFC; 1.FSV Mainz 05,Bundesliga; Premier League,"Korea, South",Attack,6749,128,2500000.0,0.3580048270313757,0.38882704384865324
878,41023,Dominic Maroh,1.FC Köln,Bundesliga,Slovenia,Defender,6046,77,3000000.0,0.413113435237329,0.38695103431932
879,77108,Jérôme Gondorf,SV Darmstadt 98; SV Werder Bremen; SC Freiburg,Bundesliga,Germany,Midfield,7663,110,2000000.0,0.2984714400643604,0.38613249702208335
880,39831,Leandro Greco,US Livorno 1915; Genoa CFC; Hellas Verona,Serie A,Italy,Midfield,5926,83,3000000.0,0.428285523682455,0.3856634397091601
881,160560,Gaetano Letizia,AC Carpi; Benevento Calcio,Serie A,Italy,Defender,6606,88,2500000.0,0.3755837224816544,0.385367053487855
882,73090,Vid Belec,AC Carpi; UC Sampdoria; Benevento Calcio,Serie A,Slovenia,Goalkeeper,5929,68,3000000.0,0.428285523682455,0.3851789435851291
883,12384,Alexander Tettey,Norwich City,Premier League,Norway,Midfield,7693,101,4000000.0,0.2976190476190476,0.3846207087486157
884,12763,Steven Naismith,Everton FC; Norwich City,Premier League,Scotland,Attack,6080,116,6000000.0,0.4195402298850574,0.38276864474739375
885,56790,Nenad Krsticic,UC Sampdoria; Deportivo Alavés,Serie A; La Liga,Serbia,Midfield,5791,93,3300000.0,0.4566377585056704,0.3821462370262345
886,238809,Florent Hadergjonaj,FC Ingolstadt 04; Huddersfield Town,Bundesliga; Premier League,Kosovo,Midfield,5735,72,7000000.0,0.4646962233169129,0.3815084774888303
887,30456,Marc Wilson,Stoke City; West Bromwich Albion,Premier League,Ireland,Defender,6820,87,5000000.0,0.3657635467980296,0.3805872188490472
888,33942,Florian Marange,FC Girondins Bordeaux; FC Sochaux-Montbéliard; SC Bastia,Ligue 1,France,Defender,7250,95,1800000.0,0.3365504358655043,0.3796898983463176
889,69436,Mateo Pavlovic,SV Werder Bremen; Angers SCO,Bundesliga; Ligue 1,Croatia,Defender,7537,95,1750000.0,0.324719800747198,0.3793067662930677
890,74557,Raúl Baena,RCD Espanyol Barcelona; Rayo Vallecano,La Liga,Spain,Midfield,6416,91,3000000.0,0.40571817562968,0.3790207571464003
891,255220,Romain Philippoteaux,FC Lorient; Nîmes Olympique,Ligue 1,France,Midfield,6817,123,2000000.0,0.3714196762141967,0.3782436502649947
892,1139,Nikolce Noveski,1.FSV Mainz 05,Bundesliga,North Macedonia,Defender,6309,73,3000000.0,0.413113435237329,0.3777456079627308
893,165900,Federico Viviani,Hellas Verona; Bologna Football Club 1909; SPAL; Frosinone Calcio,Serie A,Italy,Midfield,5542,70,3800000.0,0.4943295530353569,0.37686623123425955
894,1986,Markus Feulner,1.FC Nuremberg; FC Augsburg,Bundesliga,Germany,Midfield,6356,93,3000000.0,0.413113435237329,0.3767766157146688
895,77383,Eiji Kawashima,FC Metz; RC Strasbourg Alsace,Ligue 1,Japan,Goalkeeper,5450,61,3000000.0,0.4993773349937733,0.37628032475117534
896,88706,Simone Romagnoli,Delfino Pescara 1936; AC Carpi; Bologna Football Club 1909,Serie A,Italy,Defender,8112,104,1900000.0,0.2981987991994663,0.3751254066018172
897,280387,Vincent Sierro,SC Freiburg,Bundesliga,Switzerland,Midfield,5556,78,4000000.0,0.498793242156074,0.37366539442583896
898,57354,Giuseppe Bellusci,Catania FC; FC Empoli,Serie A,Italy,Defender,6604,79,2800000.0,0.4006004002668445,0.37334321071929094
899,348601,Mehdi Léris,Chievo Verona; UC Sampdoria,Serie A,Algeria,Attack,6889,128,2500000.0,0.3755837224816544,0.3732546503870798
900,197122,Unai García,CA Osasuna,La Liga,Spain,Defender,7487,99,2500000.0,0.3407079646017699,0.37228167661384376
901,45395,Jonathan Howson,Norwich City,Premier League,England,Midfield,7079,93,5000000.0,0.3657635467980296,0.37186628861648907
902,49693,Andreas Weimann,Aston Villa,Premier League,Austria,Attack,6690,98,5500000.0,0.3949096880131363,0.37182810172986597
903,111783,Alejandro Bedoya,FC Nantes,Ligue 1,United States,Midfield,6137,87,2500000.0,0.4377334993773349,0.37124952938109995
904,223068,Tana,UD Las Palmas,La Liga,Spain,Midfield,5889,83,3500000.0,0.4632402995234854,0.37060853240879993
905,21872,Gianluca Pegolo,Siena FC; US Sassuolo,Serie A,Italy,Goalkeeper,7744,88,2000000.0,0.3228819212808539,0.37005128742158855
906,5698,Cédric Barbosa,Thonon Évian Grand Genève FC,Ligue 1,France,Attack,5637,87,3000000.0,0.4993773349937733,0.3680438906426482
907,58799,Salva Sevilla,Real Betis Balompié; RCD Espanyol Barcelona; RCD Mallorca,La Liga,Spain,Midfield,8768,148,2000000.0,0.2773995915588836,0.3671141577089303
908,216872,Francesco Zampano,Delfino Pescara 1936; Udinese Calcio; Frosinone Calcio,Serie A,Italy,Midfield,7083,91,2500000.0,0.3755837224816544,0.36647170465064566
909,221321,Joaquín Fernández,Real Valladolid CF,La Liga,Spain,Defender,6729,85,3000000.0,0.40571817562968,0.36593936179756315
910,75852,Miiko Albornoz,Hannover 96,Bundesliga,Chile,Defender,6617,83,3000000.0,0.413113435237329,0.36563320486195566
911,17491,Roberto Lago,Celta de Vigo; Getafe CF,La Liga,Spain,Defender,6744,86,3000000.0,0.40571817562968,0.36545486567353214
912,63022,Jan Moravek,FC Augsburg,Bundesliga,Czech Republic,Midfield,6010,123,3500000.0,0.4601769911504424,0.3648727447348563
913,71671,Oriol Riera,CA Osasuna; Deportivo de La Coruña,La Liga,Spain,Attack,6783,102,3000000.0,0.40571817562968,0.3640013773014391
914,30070,Niko Bungert,1.FSV Mainz 05,Bundesliga,Germany,Defender,6075,82,3500000.0,0.4601769911504424,0.3629347602387323
915,41063,Mustapha Diallo,EA Guingamp; Nîmes Olympique,Ligue 1,Senegal,Midfield,8749,151,1500000.0,0.2889165628891656,0.3628091604158823
916,276255,Yacine Bammou,FC Nantes; SM Caen,Ligue 1,Morocco,Attack,7242,134,2000000.0,0.3714196762141967,0.3627397742960024
917,55042,Diego Rigonato,Stade Reims,Ligue 1,Brazil,Midfield,6425,90,2500000.0,0.4377334993773349,0.3625285991485418
918,2926,György Garics,Bologna Football Club 1909; SV Darmstadt 98,Serie A; Bundesliga,Austria,Defender,6507,82,3000000.0,0.428285523682455,0.36240762575567176
919,5578,Nicolas Penneteau,Valenciennes FC,Ligue 1,France,Goalkeeper,5940,66,2800000.0,0.473225404732254,0.3612555146881366
920,119557,Kenan Karaman,TSG 1899 Hoffenheim; Hannover 96; Fortuna Düsseldorf,Bundesliga,Turkey,Attack,6128,123,3500000.0,0.4601769911504424,0.36099677574260824
921,33927,Benjamin Nivet,ESTAC Troyes,Ligue 1,France,Midfield,6805,97,2400000.0,0.4097135740971357,0.3605501896956182
922,59349,Diego Mariño,Real Valladolid CF; Levante UD; Sporting Gijón,La Liga,Spain,Goalkeeper,7785,87,2500000.0,0.3407079646017699,0.35968477738903754
923,103563,Tongo Doumbia,Valenciennes FC; FC Toulouse,Ligue 1,Mali,Midfield,7386,95,2000000.0,0.3714196762141967,0.3593483014277854
924,29712,John Ruddy,Norwich City; Wolverhampton Wanderers,Premier League,England,Goalkeeper,7508,85,5000000.0,0.3657635467980296,0.3592693893916829
925,40043,Leon Britton,Swansea City,Premier League,England,Midfield,8100,113,4500000.0,0.3321018062397373,0.35914289532974375
926,60539,Lamine Gassama,FC Lorient,Ligue 1,Senegal,Defender,8843,102,1500000.0,0.2889165628891656,0.3589331914236342
927,5451,Alaeddine Yahia,SM Caen,Ligue 1,Tunisia,Defender,6098,75,2600000.0,0.4663760896637609,0.35886621873401103
928,126252,Juan Rafael Fuentes,RCD Espanyol Barcelona; CA Osasuna,La Liga,Spain,Defender,6878,84,3000000.0,0.40571817562968,0.358671919937098
929,72189,Álex Bergantiños,Deportivo de La Coruña,La Liga,Spain,Midfield,7007,92,3000000.0,0.40571817562968,0.35528044706888096
930,74295,Aleksandar Ignjovski,SV Werder Bremen; Eintracht Frankfurt; SC Freiburg,Bundesliga,Serbia,Midfield,5842,91,4000000.0,0.498793242156074,0.3552545417126607
931,35540,Víctor Casadesús,RCD Mallorca; Levante UD,La Liga,Spain,Attack,7035,105,3000000.0,0.40571817562968,0.35479595094484995
932,74448,Andrea Rispoli,Parma Calcio 1913; Palermo FC; US Lecce,Serie A,Italy,Defender,8344,130,2000000.0,0.3228819212808539,0.3545474114525963
933,73636,Hernán Pérez,Villarreal CF; RCD Espanyol Barcelona; Deportivo Alavés,La Liga,Paraguay,Attack,6230,110,3500000.0,0.4632402995234854,0.35413566419174564
934,45272,Youssouf Mulumbu,West Bromwich Albion; Norwich City,Premier League,DR Congo,Midfield,6869,89,6000000.0,0.4195402298850574,0.35224538893344026
935,3851,Jan-Ingwer Callsen-Bracker,FC Augsburg,Bundesliga,Germany,Defender,7772,92,2500000.0,0.3580048270313757,0.35152084229826563
936,148754,Somália,FC Toulouse,Ligue 1,Brazil,Midfield,5912,84,3000000.0,0.4993773349937733,0.35108652630156295
937,288429,Mads Pedersen,FC Augsburg,Bundesliga,Denmark,Defender,6427,115,3500000.0,0.4601769911504424,0.35033786101392606
938,171209,Branimir Hrgota,Borussia Mönchengladbach; Eintracht Frankfurt,Bundesliga,Sweden,Attack,6446,138,3500000.0,0.4601769911504424,0.34985336488989505
939,58115,Yoel Rodríguez,Celta de Vigo; Valencia CF; Rayo Vallecano; SD Eibar; Real Valladolid CF,La Liga,Spain,Goalkeeper,7114,82,3000000.0,0.40571817562968,0.34946649358050885
940,34130,Tom Heaton,Burnley FC; Aston Villa,Premier League,England,Goalkeeper,6961,78,6000000.0,0.4195402298850574,0.3493384121892542
941,101742,Ángel Trujillo,UD Almería; Levante UD,La Liga,Spain,Defender,7115,80,3000000.0,0.40571817562968,0.34898199745647784
942,179634,Robert Bauer,FC Ingolstadt 04; SV Werder Bremen; 1.FC Nuremberg,Bundesliga,,Defender,6478,89,3500000.0,0.4601769911504424,0.348399876517802
943,112022,Maxime Barthelmé,FC Lorient,Ligue 1,France,Midfield,5950,100,3000000.0,0.4993773349937733,0.3476950534333459
944,16458,Loukas Vyntra,Levante UD,La Liga,Greece,Defender,6458,75,3500000.0,0.4632402995234854,0.3473527184553115
945,149551,Jonathan Delaplace,LOSC Lille; SM Caen,Ligue 1,France,Midfield,7726,124,2000000.0,0.3714196762141967,0.3472358983270102
946,153427,Bebé,Córdoba CF; Rayo Vallecano; SD Eibar,La Liga,Cape Verde,Attack,7220,162,3000000.0,0.40571817562968,0.3470440129603538
947,31514,Markus Suttner,FC Ingolstadt 04; Brighton & Hove Albion; Fortuna Düsseldorf,Bundesliga; Premier League,Austria,Defender,7085,90,3000000.0,0.413113435237329,0.3467378560247463
948,229853,Birama Touré,FC Nantes,Ligue 1,Mali,Midfield,7741,101,2000000.0,0.3714196762141967,0.34626690607894817
949,126625,Juankar,Real Betis Balompié; Granada CF; Málaga CF,La Liga,Spain,Defender,8340,123,2500000.0,0.3407079646017699,0.3461188859161693
950,80009,Odaïr Fortes,Stade Reims,Ligue 1,Cape Verde,Attack,6809,107,2500000.0,0.4377334993773349,0.34605573093148756
951,28336,Mile Jedinak,Crystal Palace,Premier League,Australia,Midfield,7055,90,6000000.0,0.4195402298850574,0.34594693932103715
952,55046,Benjamin Angoua,Valenciennes FC; EA Guingamp,Ligue 1,Cote d'Ivoire,Defender,6813,86,2500000.0,0.4377334993773349,0.34557123480745655
953,39732,Thomas Kraft,Hertha BSC,Bundesliga,Germany,Goalkeeper,7194,81,3000000.0,0.413113435237329,0.3438308792805603
954,85706,Enda Stevens,Aston Villa; Sheffield United,Premier League,Ireland,Defender,6517,75,7000000.0,0.4646962233169129,0.34371777981441176
955,57842,Christopher Schindler,Huddersfield Town,Premier League,Germany,Defender,6528,74,7000000.0,0.4646962233169129,0.34323328369038075
956,89313,Eneko Bóveda,SD Eibar; Athletic Bilbao; Deportivo de La Coruña,La Liga,Spain,Defender,7354,91,3000000.0,0.40571817562968,0.3426835478440748
957,30697,Ron Vlaar,Aston Villa,Premier League,Netherlands,Defender,6843,79,6500000.0,0.4417077175697865,0.34213063733913773
958,58500,Alfredo Morales,FC Ingolstadt 04; Fortuna Düsseldorf,Bundesliga,United States,Midfield,6624,101,3500000.0,0.4601769911504424,0.34161693078136796
959,60028,Edgar Prib,SpVgg Greuther Fürth; Hannover 96,Bundesliga,Germany,Midfield,6642,102,3500000.0,0.4601769911504424,0.34113243465733695
960,78917,Julien Faussurier,ESTAC Troyes; FC Sochaux-Montbéliard; Stade Brestois 29,Ligue 1,France,Defender,8931,120,1750000.0,0.324719800747198,0.34006258024655606
961,82361,Christian Mathenia,SV Darmstadt 98; Hamburger SV; 1.FC Nuremberg,Bundesliga,Germany,Goalkeeper,8324,93,2500000.0,0.3580048270313757,0.3398929353215214
962,12029,Ludovic Butelle,Angers SCO,Ligue 1,France,Goalkeeper,8943,100,1750000.0,0.324719800747198,0.33957808412252505
963,72779,Álvaro Cejudo,CA Osasuna; Real Betis Balompié,La Liga,Spain,Attack,6670,109,3500000.0,0.4632402995234854,0.3386317882227534
964,140748,Danilo Avelar,Cagliari Calcio; Torino FC; Amiens SC,Serie A; Ligue 1,Brazil,Defender,8085,101,2500000.0,0.3755837224816544,0.3378864333328162
965,37011,Nathan Dyer,Swansea City; Leicester City,Premier League,England,Attack,7675,141,5500000.0,0.3949096880131363,0.3374288769236644
966,247661,Gideon Jung,Hamburger SV,Bundesliga,Germany,Defender,6258,83,4000000.0,0.498793242156074,0.33539020062738933
967,203517,Steven Moreira,Stade Rennais FC; FC Lorient; FC Toulouse,Ligue 1,Cape Verde,Defender,8231,113,2000000.0,0.3714196762141967,0.33512349522623497
968,126516,Antonio Luna,RCD Mallorca; Sevilla FC; Aston Villa; SD Eibar; Levante UD,La Liga; Premier League,Spain,Defender,8819,112,2500000.0,0.3407079646017699,0.33449097893942514
969,13872,Zé Castro,Deportivo de La Coruña; Rayo Vallecano,La Liga,Portugal,Defender,7629,93,3000000.0,0.40571817562968,0.33396261761151663
970,23918,David Ducourtioux,Valenciennes FC; GFC Ajaccio,Ligue 1,France,Defender,7110,94,2500000.0,0.4377334993773349,0.33394332783071234
971,73517,Ørjan Nyland,FC Ingolstadt 04; Aston Villa,Bundesliga; Premier League,Norway,Goalkeeper,7563,86,3000000.0,0.413113435237329,0.33317196455187814
972,63689,Fran Rico,Granada CF; SD Eibar,La Liga,Spain,Midfield,7691,108,3000000.0,0.40571817562968,0.3310556408673306
973,146690,George Baldock,Sheffield United,Premier League,Greece,Defender,7179,83,6500000.0,0.4417077175697865,0.3305027303623935
974,58076,Piti,Rayo Vallecano; Granada CF,La Liga,Spain,Midfield,7734,110,3000000.0,0.40571817562968,0.32960215249523755
975,76387,Carlos Carmona,Atalanta BC,Serie A,Chile,Midfield,7464,95,3000000.0,0.428285523682455,0.32946188932156323
976,26878,Tobias Werner,FC Augsburg,Bundesliga,Germany,Attack,7653,105,3000000.0,0.413113435237329,0.3292959955596301
977,137841,Romain Amalfitano,Dijon FCO,Ligue 1,France,Midfield,8482,120,2000000.0,0.3714196762141967,0.3288250456138319
978,85935,James McClean,Sunderland AFC; West Bromwich Albion,Premier League,Ireland,Midfield,7607,135,6000000.0,0.4195402298850574,0.3285050788559209
979,99327,Isaac Cofie,Chievo Verona; Genoa CFC; AC Carpi,Serie A,Ghana,Midfield,7609,118,3000000.0,0.428285523682455,0.3236479358331911
980,52059,Zanka,Huddersfield Town; Fortuna Düsseldorf,Premier League; Bundesliga,Denmark,Defender,8766,111,5000000.0,0.3657635467980296,0.3234166762133883
981,170961,Thomas Delaine,FC Metz,Ligue 1,France,Defender,8690,120,2000000.0,0.3714196762141967,0.3230110921254598
982,198067,Filip Helander,Hellas Verona; Bologna Football Club 1909,Serie A,Sweden,Defender,6909,84,3500000.0,0.4743162108072048,0.3229194139762426
983,111048,Benjamin Jeannot,FC Lorient; Dijon FCO,Ligue 1,France,Attack,7554,124,2500000.0,0.4377334993773349,0.3220731727919527
984,1126,Matthias Lehmann,1.FC Köln,Bundesliga,Germany,Midfield,8961,105,2500000.0,0.3580048270313757,0.32196657873237416
985,38267,Mergim Mavraj,SpVgg Greuther Fürth; 1.FC Köln; Hamburger SV,Bundesliga,Albania,Defender,8981,106,2500000.0,0.3580048270313757,0.32099758648431215
986,49804,Jordan Lotiès,AS Nancy-Lorraine; CA Osasuna; Dijon FCO,Ligue 1; La Liga,France,Defender,6673,79,3000000.0,0.4993773349937733,0.32007877436357846
987,351843,Yoann Salmier,RC Strasbourg Alsace,Ligue 1,French Guiana,Defender,8794,110,2000000.0,0.3714196762141967,0.31961961925724275
988,225593,Pere Milla,SD Eibar,La Liga,Spain,Attack,8225,152,3000000.0,0.40571817562968,0.31845874164252436
989,22093,Guglielmo Stendardo,Atalanta BC; Delfino Pescara 1936,Serie A,Italy,Defender,6852,85,3700000.0,0.4919946631087392,0.3165026684456304
990,198709,Cédric Hountondji,Stade Rennais FC,Ligue 1,Benin,Defender,6792,80,3000000.0,0.4993773349937733,0.3162028053713304
991,18227,Curtis Davies,Hull City,Premier League,England,Defender,7277,84,7000000.0,0.4646962233169129,0.31513250849658225
992,240219,Lorenzo Venuti,Benevento Calcio; ACF Fiorentina,Serie A,Italy,Defender,7829,129,3000000.0,0.428285523682455,0.31492700560063297
993,387129,Róber Pier,Deportivo de La Coruña; Levante UD,La Liga,Spain,Defender,8346,109,3000000.0,0.40571817562968,0.3126447881541523
994,28827,Alessandro Gazzi,Torino FC; Palermo FC,Serie A,Italy,Midfield,8636,115,2800000.0,0.4006004002668445,0.31011646653324443
995,85585,John Boye,Stade Rennais FC; FC Metz,Ligue 1,Ghana,Defender,7977,93,2500000.0,0.4377334993773349,0.30874952938109995
996,47513,Mato Jajalo,Palermo FC; Udinese Calcio,Serie A,Bosnia-Herzegovina,Midfield,7387,122,3500000.0,0.4743162108072048,0.30741553800725036
997,31570,Georg Niedermeier,VfB Stuttgart; SC Freiburg,Bundesliga,Germany,Defender,7042,91,4000000.0,0.498793242156074,0.3072894254335909
998,55742,Harry Arter,AFC Bournemouth; Cardiff City,Premier League,Ireland,Midfield,7602,94,7000000.0,0.4646962233169129,0.30641157826402415
999,158791,Sergio Postigo,Levante UD,La Liga,Spain,Defender,8721,114,3000000.0,0.40571817562968,0.30489285016965617
1000,127188,Maxime Dupé,FC Nantes,Ligue 1,France,Goalkeeper,8139,91,2500000.0,0.4377334993773349,0.3043890642648209
1001,37363,Lee Cattermole,Sunderland AFC,Premier League,England,Midfield,7635,101,7000000.0,0.4646962233169129,0.3039890976438691
1002,56827,Anthony Weber,Stade Reims,Ligue 1,France,Defender,8219,100,2500000.0,0.4377334993773349,0.30293557589272785
1003,9850,Vangelis Moras,Hellas Verona,Serie A,Greece,Defender,8338,96,3000000.0,0.428285523682455,0.30281460249985775
1004,160968,Benno Schmitz,RB Leipzig; 1.FC Köln,Bundesliga,Germany,Defender,8654,132,3000000.0,0.413113435237329,0.30264870873792465
1005,133794,Edgar Méndez,UD Almería; Granada CF; Deportivo Alavés,La Liga,Spain,Attack,8863,153,3000000.0,0.40571817562968,0.3000478889293461
1006,49755,Dale Stephens,Brighton & Hove Albion,Premier League,England,Midfield,8637,109,6000000.0,0.4195402298850574,0.29991980753809144
1007,46215,Javi Guerra,Real Valladolid CF; Málaga CF; Rayo Vallecano,La Liga,Spain,Attack,7764,118,3500000.0,0.4632402995234854,0.2993876021762418
1008,1662,Sascha Riether,Fulham FC; SC Freiburg; FC Schalke 04,Premier League; Bundesliga,Germany,Defender,8710,108,6000000.0,0.4195402298850574,0.2984663191659984
1009,138935,Sergio Álvarez,Sporting Gijón; SD Eibar,La Liga,Spain,Midfield,8975,127,3000000.0,0.40571817562968,0.29762540830919104
1010,26199,Verza,UD Almería; Levante UD,La Liga,Spain,Missing,7903,96,3500000.0,0.4632402995234854,0.2964806254320557
1011,392810,Casimir Ninga,Montpellier HSC; SM Caen; Angers SCO,Ligue 1,Chad,Attack,7341,130,3000000.0,0.4993773349937733,0.2963384642860591
1012,442805,Iddrisu Baba,RCD Mallorca,La Liga,Ghana,Midfield,8030,116,3500000.0,0.4632402995234854,0.2950271370599627
1013,127573,Phillipp Mwene,1.FSV Mainz 05,Bundesliga,Austria,Defender,8954,114,3000000.0,0.413113435237329,0.2948967707534285
1014,296356,Souleyman Doumbia,Stade Rennais FC; Angers SCO,Ligue 1,Cote d'Ivoire,Defender,7389,91,3000000.0,0.4993773349937733,0.29440047978993505
1015,67416,Neil Taylor,Swansea City; Aston Villa,Premier League,Wales,Defender,8841,110,6000000.0,0.4195402298850574,0.29434810211173484
1016,112822,Karl-Johan Johnsson,EA Guingamp,Ligue 1,Sweden,Goalkeeper,8589,96,2500000.0,0.4377334993773349,0.2922766611640457
